uid,sid
862,895
690,241
937,388
841,78
750,1036
209,512
650,553
922,189
335,221
884,1016
629,144
656,339
793,159
788,158
782,364
695,475
449,479
890,537
492,189
299,353
432,861
651,189
576,316
895,435
804,375
418,24
925,254
844,403
353,474
791,106
197,652
853,1120
172,139
920,27
414,112
862,623
907,274
909,125
364,146
939,652
22,417
878,528
892,360
884,616
335,734
360,418
621,49
295,703
650,513
804,1062
75,146
931,852
219,10
881,53
445,376
642,130
893,971
719,744
795,44
826,141
907,973
318,357
867,939
83,615
499,526
802,472
769,52
534,36
705,1054
867,254
639,359
892,662
742,56
920,403
921,161
892,274
520,815
650,1143
718,98
404,226
750,231
907,235
62,471
753,95
881,707
100,139
868,629
394,18
341,13
618,23
650,1127
333,76
706,215
587,99
908,93
862,204
768,884
454,338
687,269
893,54
735,151
864,476
685,361
27,935
261,644
790,156
725,95
814,1016
768,161
931,92
180,52
862,200
719,95
448,822
884,101
630,445
650,1477
340,157
693,1069
390,95
25,540
887,504
687,350
915,4
584,222
937,49
65,544
691,599
853,671
584,1016
752,378
608,26
210,12
921,200
927,902
9,389
878,555
917,323
890,7
923,427
646,506
584,487
894,23
896,76
845,464
264,1089
402,1607
742,396
779,101
265,10
437,150
894,99
336,53
939,4
720,829
897,1108
70,97
894,151
908,88
437,777
765,375
907,207
685,384
856,305
343,1114
674,4
61,10
778,251
149,660
489,96
658,256
823,744
30,159
674,181
939,666
925,754
782,14
691,613
625,320
393,767
633,525
925,240
812,1262
931,297
927,368
881,514
920,971
913,274
455,816
937,179
150,1397
688,114
494,725
329,528
845,881
908,161
133,427
779,8
708,135
742,291
473,28
864,479
440,1206
83,325
892,198
661,723
904,502
892,719
778,11
710,133
526,104
584,77
255,476
899,1067
821,654
558,56
546,1067
39,289
599,165
476,85
409,746
752,460
936,251
28,502
765,201
934,480
636,960
900,842
652,44
427,321
917,24
743,567
283,144
114,693
39,492
264,191
802,82
733,613
784,403
674,231
466,683
826,101
887,244
86,196
694,1608
387,226
826,882
860,49
782,618
835,905
1,172
927,221
384,998
908,385
648,261
893,452
720,787
628,157
63,1401
804,618
38,965
589,360
534,377
884,363
607,761
789,357
886,49
791,774
75,324
915,229
703,423
876,503
869,471
801,189
882,224
765,38
706,208
814,351
845,388
612,420
655,307
294,52
915,150
808,531
845,823
45,1215
894,160
622,577
879,261
475,49
749,89
703,111
751,1280
720,1110
450,114
715,413
442,131
523,1430
649,769
620,890
817,103
860,823
845,267
620,177
402,719
875,93
576,381
845,302
677,824
856,169
430,692
893,183
886,552
784,947
492,60
850,72
662,822
909,5
692,62
928,189
885,656
829,201
841,698
879,552
431,141
862,277
817,1378
868,134
145,280
810,577
364,1016
695,347
856,294
98,758
869,491
888,168
602,531
17,368
172,85
847,693
219,360
878,113
878,889
658,101
869,449
599,62
49,347
602,657
576,106
662,476
158,672
556,438
701,904
35,585
707,130
793,887
618,1006
845,94
883,732
859,130
1,136
739,730
892,330
939,613
864,590
764,177
193,30
864,752
768,235
262,1560
287,23
804,96
669,174
38,9
426,719
885,207
907,417
728,166
881,7
726,289
845,643
446,172
55,656
856,118
804,488
774,217
682,217
750,101
802,1049
797,99
939,497
878,936
758,64
899,321
928,65
584,1076
706,87
632,531
856,217
592,72
421,435
374,449
757,321
847,518
862,5
620,268
556,44
395,564
714,1034
634,565
775,471
931,93
887,947
650,192
421,629
76,229
310,1115
793,197
101,25
437,557
893,727
626,216
442,1003
208,801
617,146
682,527
628,196
153,458
458,502
708,704
927,540
608,101
855,614
881,201
937,417
901,26
417,82
701,1472
885,31
369,282
892,815
780,72
643,888
782,175
661,449
65,557
890,971
10,512
752,347
435,565
913,444
819,12
758,438
819,8
866,942
313,157
782,121
421,426
845,622
649,161
188,483
582,591
752,353
492,100
238,95
774,618
809,95
885,723
883,820
30,256
384,547
847,240
795,113
434,179
790,368
73,1023
353,109
839,115
24,54
25,1383
47,101
887,209
281,179
432,103
805,153
931,1215
325,707
434,244
733,189
696,694
491,458
826,698
646,96
878,615
897,190
582,362
633,47
939,86
275,289
489,826
464,89
688,182
907,571
914,104
227,179
277,666
930,403
311,570
491,1240
802,54
842,94
672,268
450,156
25,752
366,53
652,753
646,254
402,677
825,113
254,52
183,113
739,209
114,1071
917,573
770,112
906,357
908,344
890,216
780,585
937,528
468,329
842,357
835,629
873,438
629,325
758,432
920,231
940,71
912,140
897,467
666,1098
875,654
925,154
572,350
2,101
109,95
791,26
894,888
907,1036
554,363
797,284
52,931
883,63
862,345
521,139
813,280
598,527
554,179
511,277
484,177
445,1405
931,423
694,292
889,814
940,239
70,850
878,219
907,452
402,276
413,329
546,6
556,690
539,709
748,21
797,165
933,31
708,729
718,306
920,853
884,357
75,12
463,49
878,27
803,718
521,261
915,571
463,166
751,814
442,574
584,97
790,418
835,114
893,1128
915,693
440,100
893,573
480,95
728,231
835,76
546,947
10,695
415,289
862,189
425,157
847,196
688,62
35,996
556,852
893,431
636,268
841,694
658,257
650,1576
642,86
416,269
810,1037
847,131
883,136
764,278
431,1256
890,232
930,814
260,492
937,370
823,175
576,438
856,979
546,771
534,323
892,24
538,400
748,920
90,517
878,424
430,673
223,1031
797,540
720,5
790,1522
696,597
501,241
92,50
742,110
867,49
769,305
458,432
829,502
762,1167
918,644
594,1036
173,734
643,499
940,148
868,52
778,1075
856,31
118,432
807,280
869,38
364,482
875,128
256,51
898,365
617,235
617,354
891,577
928,22
867,873
60,182
739,337
576,289
556,311
650,120
876,428
855,60
878,100
185,823
706,852
914,502
688,91
649,694
442,191
404,167
837,547
252,842
829,693
934,156
155,60
715,676
454,1349
173,329
902,43
860,599
377,94
867,986
353,55
270,68
918,862
757,939
925,66
875,198
682,900
775,101
890,135
131,249
939,158
417,157
913,464
625,71
76,280
285,817
936,1
909,939
505,156
384,93
933,885
863,355
607,1
928,769
928,817
878,877
352,120
856,91
499,205
662,112
928,363
894,203
911,1108
683,1023
835,367
70,474
897,614
737,269
151,95
815,434
617,773
871,25
339,336
402,749
842,189
637,359
494,982
935,446
839,627
855,23
47,491
175,289
67,113
845,11
682,401
865,191
763,161
642,771
696,817
767,98
622,94
768,428
841,217
893,613
772,118
838,977
719,881
80,118
769,195
922,479
487,194
730,150
912,268
759,1028
19,483
784,256
912,570
534,751
800,68
704,289
618,231
494,1430
907,22
304,191
906,58
539,8
833,1116
599,280
58,955
626,622
790,97
887,31
642,181
925,540
893,877
804,58
462,54
340,99
934,238
942,614
875,11
837,244
686,268
875,286
340,568
867,235
149,31
637,1180
751,839
216,860
699,280
880,321
390,973
450,161
791,357
887,201
603,273
842,273
742,716
382,113
880,40
891,23
496,762
509,614
591,24
431,284
310,982
473,43
885,136
454,785
53,190
364,7
92,482
826,432
796,403
906,694
703,456
650,619
390,683
720,86
859,955
719,1121
927,91
556,86
194,140
896,240
431,229
919,161
68,267
28,331
907,284
71,297
763,1063
793,1021
925,901
871,791
366,970
695,273
511,983
817,59
513,52
58,222
768,1177
873,31
720,54
646,401
335,108
777,1279
68,329
455,58
937,147
856,977
639,758
759,209
911,767
24,299
831,1164
878,230
880,368
892,341
939,595
890,721
633,528
875,805
207,465
826,1009
41,242
826,273
661,191
914,24
731,103
820,629
68,464
864,231
750,215
633,254
814,56
778,117
778,1189
584,187
662,571
713,944
300,351
90,813
918,501
82,179
447,601
791,506
828,269
192,189
482,318
145,184
778,1224
774,660
893,256
831,217
517,855
815,445
622,72
58,824
804,357
907,476
528,200
304,189
701,360
790,142
392,174
584,661
387,502
782,118
313,323
622,217
899,309
892,534
366,306
883,140
366,52
820,347
914,86
505,307
895,347
920,963
655,156
941,60
768,753
582,36
839,960
916,839
836,487
826,153
925,186
939,267
893,208
312,357
930,1189
720,444
938,502
722,140
867,646
887,135
860,104
875,452
940,682
888,540
939,1059
696,225
819,260
862,142
867,502
893,17
582,600
501,297
650,169
480,157
881,803
896,801
778,1663
718,490
923,325
769,278
3,32
576,166
779,241
654,10
782,498
428,399
862,34
878,86
534,789
878,58
758,111
722,613
432,243
485,268
586,148
803,758
670,289
577,899
752,294
868,1273
708,896
662,120
817,24
917,3
24,315
646,157
834,12
711,293
45,876
691,103
442,80
703,380
417,357
789,161
897,661
667,666
931,592
834,63
417,589
453,96
862,274
880,134
922,57
784,328
540,303
714,502
402,1230
773,613
816,343
315,231
65,278
703,113
931,1
491,525
584,81
797,401
298,77
837,567
555,408
692,2
902,325
655,705
422,511
768,309
421,1084
703,16
899,719
546,56
315,227
103,60
928,347
387,325
416,144
421,145
931,629
745,729
864,612
803,146
898,179
653,652
790,389
876,58
617,548
768,1090
628,506
565,693
814,734
863,152
887,373
14,472
344,1120
831,131
708,367
797,356
789,260
893,444
476,697
928,437
867,92
793,1048
528,260
884,480
880,779
880,670
778,263
784,506
808,403
815,876
831,232
898,36
428,1119
928,307
868,231
907,201
759,333
859,289
650,83
896,36
876,887
868,608
565,896
650,240
183,161
880,247
35,381
752,169
596,16
534,321
707,72
880,297
501,591
931,49
117,106
402,856
734,250
710,652
837,926
882,210
742,25
851,355
551,172
104,325
883,646
573,222
428,181
918,1114
620,647
463,96
657,432
342,758
782,754
442,857
316,287
784,355
837,50
894,293
205,656
912,305
413,901
51,145
845,890
706,504
887,485
70,623
757,359
864,1092
613,194
897,156
660,415
807,325
752,135
556,970
908,221
530,469
938,178
864,111
742,831
622,695
927,567
657,266
779,357
543,31
71,217
782,161
476,68
649,65
448,834
867,794
928,216
862,405
38,111
878,76
90,383
920,348
927,480
526,890
696,137
890,357
777,30
847,288
233,278
23,947
765,522
864,368
208,1036
477,456
637,29
626,113
442,136
748,480
728,273
817,157
657,459
782,264
37,735
516,19
907,745
193,108
847,367
526,814
791,462
875,162
695,49
881,480
74,471
432,153
41,942
904,289
297,652
856,274
35,487
885,693
516,544
27,95
218,94
169,256
912,213
924,73
399,60
815,86
880,258
875,1182
335,676
432,969
689,135
826,1107
53,349
728,165
339,1016
446,309
778,1352
388,570
892,695
657,265
702,203
895,24
319,51
808,1241
402,138
499,435
890,432
925,172
777,136
434,73
797,137
880,887
713,247
788,148
790,117
421,652
821,187
548,657
60,218
579,216
793,1118
3,644
581,719
826,394
590,751
782,474
826,789
309,3
526,652
908,8
887,194
25,858
646,1127
846,23
727,525
792,12
47,623
614,52
939,181
917,219
790,166
742,758
19,875
862,150
68,556
264,201
814,1151
837,428
501,158
632,201
271,873
881,656
71,285
369,231
873,473
883,571
478,151
569,408
394,63
875,205
887,329
654,561
915,49
102,550
544,335
613,433
453,350
925,513
369,247
911,549
706,1114
626,860
906,156
3,216
22,618
409,525
603,29
802,1107
912,40
660,77
771,647
576,103
799,325
264,682
682,189
68,291
744,101
502,459
607,113
19,27
442,1095
534,616
897,413
785,1000
19,318
786,95
661,357
873,509
700,623
516,723
860,487
661,49
442,65
711,95
644,289
864,690
409,1143
409,835
421,520
752,615
925,746
743,156
461,56
452,60
457,11
100,160
715,1067
828,274
98,56
871,95
685,182
689,456
313,920
473,364
749,33
859,959
366,366
662,153
346,1294
531,118
675,83
154,488
546,249
784,367
835,273
826,979
233,68
826,474
748,749
893,3
15,645
593,695
784,600
43,288
928,656
637,161
582,538
41,249
885,452
584,204
417,801
650,1658
110,458
94,108
116,506
428,188
38,150
750,11
875,308
80,537
532,26
439,1154
355,274
699,1
405,236
885,873
618,296
849,755
837,262
476,113
914,873
815,1067
582,47
890,120
739,633
315,683
939,770
11,256
855,267
416,29
675,261
825,108
942,153
369,889
137,581
674,170
743,652
873,333
640,364
565,243
720,452
465,289
378,350
837,52
837,269
97,31
421,229
913,365
658,111
690,46
887,771
867,1114
540,244
931,276
819,417
428,156
750,317
579,1086
504,139
720,80
911,1317
71,52
70,7
154,299
542,337
784,201
912,577
769,655
801,608
14,62
450,400
887,750
576,357
661,501
576,82
41,580
581,781
912,231
402,964
884,317
602,676
668,496
907,140
845,1067
608,1031
876,110
779,317
888,550
580,289
184,492
736,1
798,116
611,133
885,557
875,102
467,387
882,989
880,85
644,103
463,36
576,375
760,105
862,84
938,204
408,49
884,83
392,600
158,23
907,655
883,6
780,814
883,68
591,445
883,488
774,54
12,7
670,174
674,773
894,403
441,567
637,231
526,72
893,1245
929,647
584,480
797,272
289,198
808,482
885,63
864,739
791,24
720,417
375,677
341,347
63,361
887,296
856,174
491,734
708,29
823,60
875,613
821,269
752,583
934,6
925,1489
883,499
826,337
495,723
6,49
883,285
576,29
41,238
791,188
937,705
792,233
539,801
226,310
928,638
627,112
914,23
409,925
756,259
739,535
531,137
930,278
630,117
704,877
387,450
35,1664
290,427
607,692
875,433
747,185
254,241
835,24
214,29
894,181
927,901
133,177
778,851
758,865
492,260
516,635
696,299
903,95
76,382
811,157
850,751
752,479
752,513
178,52
536,276
648,623
860,362
875,73
819,447
890,283
288,863
840,751
911,367
875,29
550,452
650,1285
814,473
184,517
808,551
644,657
584,1246
522,305
862,65
854,1220
115,1084
790,239
890,1013
76,211
895,103
911,53
720,1446
596,112
92,52
565,216
310,546
925,485
730,716
732,751
864,635
769,476
22,447
535,647
509,403
782,296
708,587
931,157
25,683
589,357
674,383
530,8
892,570
534,676
887,544
84,141
892,411
31,186
633,971
930,60
396,694
802,254
397,180
808,220
504,547
769,768
556,276
327,242
875,165
907,552
406,156
784,157
930,443
685,476
912,325
774,36
790,1148
797,858
501,53
921,113
875,405
721,175
372,559
827,395
837,377
927,303
912,471
896,492
791,549
649,1143
570,561
924,261
932,83
402,437
630,490
178,431
752,291
534,204
385,873
739,599
64,172
684,408
917,157
656,851
225,32
649,455
530,242
603,108
917,834
851,618
189,40
711,652
640,280
892,848
897,801
863,781
630,639
182,99
892,498
543,427
887,34
205,200
297,1023
775,47
885,506
726,144
862,157
856,53
876,508
930,393
888,34
739,101
633,50
588,112
669,112
748,247
24,105
802,278
814,146
179,888
814,444
471,247
538,408
892,779
895,900
818,899
673,407
732,180
523,152
907,367
888,241
752,102
873,72
801,251
680,52
631,610
878,434
768,542
245,613
939,233
540,216
768,442
750,150
154,490
925,725
929,502
739,939
887,488
35,855
876,239
897,88
891,1034
391,31
387,822
104,1076
913,1067
17,275
902,681
182,184
644,219
774,1040
873,1
804,1258
392,118
466,1265
852,339
728,443
421,37
26,24
405,61
493,713
769,753
142,261
822,145
823,355
913,1429
777,166
678,554
58,58
761,906
744,375
875,746
462,46
864,43
881,275
311,256
862,181
915,340
790,21
511,1378
353,404
781,139
899,357
542,37
369,465
831,288
142,269
860,251
736,502
656,1292
897,547
785,289
243,321
925,112
687,502
404,95
907,802
425,652
499,367
125,321
58,502
511,333
674,589
633,96
709,420
908,963
421,328
939,403
930,1106
875,511
646,10
885,629
147,54
19,513
912,95
556,971
907,677
804,524
676,693
847,656
909,436
912,269
254,635
920,229
410,261
903,364
880,432
934,115
291,340
871,406
151,423
895,336
608,174
892,28
913,34
896,52
285,966
835,56
893,492
744,208
581,95
628,227
685,496
802,218
942,180
769,320
790,16
248,142
862,437
728,342
895,8
825,110
587,528
46,891
842,241
915,5
454,198
140,81
657,823
928,357
68,362
892,552
780,4
924,490
589,289
881,464
633,465
892,1069
920,745
827,561
638,652
821,115
566,25
756,751
900,404
718,445
892,235
878,669
728,198
117,246
406,693
778,1257
935,1069
626,318
366,33
928,698
790,1116
880,188
907,32
887,241
733,406
793,1063
758,58
228,310
450,157
925,577
774,581
650,148
881,103
369,1171
925,236
893,14
255,31
928,373
892,482
504,12
925,753
749,291
582,34
911,702
815,278
769,1011
887,423
842,754
568,209
831,442
665,290
831,702
892,243
611,1514
808,367
635,288
881,403
15,339
262,860
899,86
643,170
144,1143
863,400
690,549
892,1039
71,155
705,1049
625,273
930,209
637,390
791,324
339,323
763,150
881,157
836,577
782,417
650,153
925,260
633,13
720,850
246,318
842,260
910,1186
825,118
739,501
735,665
915,135
888,492
751,582
772,438
837,888
784,89
556,433
234,1116
875,377
708,114
752,297
546,931
708,315
669,496
496,231
423,213
829,191
455,1558
706,1092
907,305
704,321
841,1432
32,239
841,464
922,118
37,427
791,208
907,1237
875,189
927,649
637,179
457,89
654,153
335,497
878,905
883,100
416,209
918,427
836,652
121,1014
149,354
701,69
90,72
556,114
650,1200
206,49
836,52
523,465
491,633
925,583
880,114
907,456
920,83
907,16
607,730
701,643
492,864
52,56
32,240
854,331
35,1665
728,754
163,325
878,773
643,1211
689,174
115,647
820,231
939,1558
923,387
802,277
867,273
251,280
412,34
893,1164
658,260
243,136
555,89
937,146
81,1018
599,1104
940,665
819,33
835,940
875,1092
863,97
439,269
797,394
792,190
720,31
534,81
914,101
883,476
37,1320
633,1277
829,177
863,1006
798,1167
827,497
650,947
556,629
644,176
837,820
864,283
854,157
646,707
885,233
26,801
480,719
887,895
835,53
650,327
927,784
837,231
538,382
26,1303
613,103
856,25
785,1121
631,133
849,502
776,95
790,431
815,769
720,350
613,301
369,3
852,668
772,822
743,23
793,52
427,460
678,189
763,321
809,502
404,299
748,431
925,723
892,908
524,746
907,10
790,112
184,754
925,230
94,357
319,1325
633,161
52,225
702,446
431,66
900,261
890,158
685,25
931,256
546,324
908,321
82,735
599,359
859,881
458,117
878,34
106,51
793,1217
646,230
930,339
719,144
603,734
892,960
504,275
644,364
539,357
900,1067
569,95
928,462
607,324
133,106
649,155
650,53
912,851
2,308
178,181
862,528
927,458
780,1
778,839
750,23
867,66
421,754
894,86
530,683
129,1108
914,278
826,904
369,1180
461,399
940,133
482,5
80,592
11,551
58,211
831,509
797,971
862,390
37,610
803,423
925,262
802,973
829,485
110,769
837,320
497,104
902,98
542,22
802,231
655,142
409,243
76,855
928,150
313,949
315,55
548,174
871,809
71,6
499,49
572,432
927,217
893,1206
793,932
132,156
927,856
14,452
867,33
567,577
862,460
880,99
617,66
897,141
353,1013
476,725
718,140
646,215
911,377
387,832
595,652
402,368
892,873
880,77
266,184
893,150
471,479
894,552
70,278
83,1016
549,83
922,471
115,1013
446,78
300,141
893,615
752,172
463,181
928,1197
782,932
885,71
875,820
582,1001
873,12
875,900
516,697
318,531
890,434
864,399
11,293
925,102
936,130
646,311
841,36
75,584
739,161
387,904
479,453
791,520
937,247
650,1575
579,65
819,618
180,218
644,717
867,719
550,365
688,195
718,577
907,849
739,430
769,342
769,296
534,586
802,85
765,497
463,26
600,5
824,116
917,1197
868,1341
934,98
534,1039
867,438
937,100
74,95
102,540
540,404
823,299
912,57
484,360
477,217
432,239
542,50
720,1544
581,899
837,580
143,587
911,231
608,307
912,487
692,57
405,503
883,239
829,403
912,657
402,101
75,0
925,618
607,150
523,56
907,299
804,200
929,25
626,1229
706,357
19,478
739,277
551,695
882,733
63,969
842,311
797,305
143,523
695,92
885,108
814,189
747,161
481,22
309,278
530,423
763,444
878,340
880,678
808,247
739,324
646,828
26,630
867,1179
584,109
848,200
842,697
880,753
875,69
865,10
767,95
892,184
752,607
899,156
58,461
854,261
643,462
588,601
578,694
847,273
856,1028
893,196
68,50
500,159
695,729
880,1225
939,416
804,26
15,665
914,347
633,143
752,53
17,496
888,311
696,496
774,209
803,72
923,302
930,157
836,432
875,336
912,616
381,53
847,403
649,1254
465,1259
939,1023
394,344
856,816
555,273
894,467
688,135
598,1183
117,1104
633,239
720,583
342,112
44,89
569,403
236,49
856,100
489,118
476,296
476,305
409,855
692,474
892,204
758,156
886,59
662,864
878,362
685,293
840,736
765,101
885,460
886,189
421,1003
654,547
865,652
873,133
928,622
491,1544
622,646
197,339
842,476
810,309
896,112
252,141
870,408
896,24
905,140
931,150
608,399
504,201
747,307
885,695
42,364
940,656
186,34
906,209
60,135
878,133
887,200
907,818
379,437
606,115
875,1116
925,537
867,884
752,1098
901,10
883,368
881,332
865,702
875,644
816,681
196,73
841,971
628,408
920,86
891,136
713,594
697,629
875,758
934,1179
764,77
633,1110
722,77
897,288
937,84
52,527
655,856
779,135
185,150
51,231
871,862
625,822
154,359
787,491
447,538
679,51
790,668
47,321
378,108
598,231
584,175
942,652
637,180
650,922
802,135
791,590
696,260
885,574
703,283
531,260
911,821
758,56
885,614
842,584
778,959
866,423
920,112
703,472
756,104
608,1114
656,1017
311,1206
428,796
937,1329
841,225
402,673
847,229
406,550
104,24
871,141
881,209
469,297
890,126
23,520
384,514
883,26
277,1473
487,633
397,49
517,141
505,244
126,231
328,640
790,530
674,161
280,502
534,232
142,666
71,219
906,873
845,78
835,888
891,387
890,993
867,867
875,979
496,840
454,174
827,814
523,869
105,96
779,606
883,11
856,361
660,73
649,317
722,552
385,319
440,5
539,607
556,333
650,1666
812,1007
556,240
269,751
706,438
790,552
934,230
890,136
937,604
119,1054
437,749
618,607
438,117
202,683
925,238
702,278
516,140
739,271
882,133
543,189
548,856
928,278
684,36
739,695
25,274
890,86
652,199
752,336
875,366
877,86
860,985
831,529
927,275
899,298
161,228
812,44
602,571
893,794
797,23
831,161
692,528
692,219
937,25
48,361
917,68
782,293
836,700
907,1114
856,1090
489,282
396,506
18,435
920,216
646,309
571,346
306,652
914,52
920,530
350,595
43,530
646,142
915,357
837,219
921,538
578,581
720,374
831,740
744,307
421,299
522,156
325,82
105,263
296,331
920,514
412,179
665,506
837,561
913,1167
909,599
692,600
412,101
532,973
865,317
752,360
907,355
732,0
115,98
840,157
582,389
758,482
231,359
880,599
658,200
873,169
516,101
325,195
367,1057
835,240
782,408
887,253
793,192
768,435
499,919
795,34
720,175
685,1004
580,133
536,704
837,27
896,506
917,628
674,90
937,114
914,523
813,48
925,300
157,254
837,727
893,1667
885,734
694,977
473,873
931,254
692,464
696,0
887,471
37,1237
650,1668
76,676
917,978
313,476
938,10
889,60
896,201
758,904
786,881
555,87
912,513
876,550
701,196
89,239
808,154
911,100
765,221
834,136
660,745
477,161
923,242
687,298
587,303
366,32
840,1166
335,1196
782,288
928,191
920,532
405,91
72,566
607,58
99,204
791,758
925,657
742,540
904,1027
831,96
920,309
875,10
307,89
701,1136
632,112
492,251
584,1103
740,357
589,12
930,305
556,292
939,10
824,175
491,382
61,416
52,1178
782,212
643,52
910,166
538,170
649,513
875,874
899,475
649,329
829,10
906,290
790,538
740,479
178,783
650,316
804,424
888,888
620,461
757,491
894,492
896,452
892,681
623,423
569,168
350,1453
253,231
920,1482
919,139
781,267
428,142
293,114
839,1202
409,711
745,77
928,247
650,45
791,347
886,888
465,72
442,820
837,453
703,397
136,458
685,471
659,43
598,156
631,625
421,550
837,889
704,28
908,182
767,261
483,856
802,215
929,719
927,231
885,234
311,291
400,719
921,221
880,574
476,329
892,1238
868,397
675,321
837,208
865,274
641,552
727,98
413,726
895,12
837,114
654,54
831,818
835,340
939,1264
893,1024
207,8
885,150
820,84
409,533
915,546
894,1347
396,562
878,725
928,88
884,161
405,180
539,194
728,88
880,522
461,456
923,52
880,378
479,109
916,115
501,161
669,239
611,578
841,158
937,253
434,568
797,354
922,247
532,140
534,406
904,676
806,1103
890,201
934,890
630,771
517,534
751,1519
847,217
759,200
735,934
802,424
866,188
647,491
692,68
708,226
116,557
917,296
11,1056
932,179
636,420
878,161
927,606
905,936
30,338
720,8
815,846
873,374
822,902
671,420
808,719
153,16
47,206
357,60
866,665
465,737
720,1167
752,557
931,240
631,460
814,726
468,618
387,445
406,767
878,253
679,156
582,1056
394,356
305,1
911,275
241,466
928,296
714,23
556,108
836,287
58,118
705,718
116,427
179,230
22,217
887,567
907,403
431,29
875,296
885,843
918,10
129,949
826,1247
742,476
842,50
649,22
688,965
660,6
114,220
70,924
917,510
202,973
868,452
912,745
908,108
808,366
940,17
934,347
618,389
700,181
790,452
928,734
394,49
887,561
883,1018
829,706
53,94
862,613
907,341
620,404
883,438
875,462
917,208
714,144
645,936
768,7
82,405
121,1172
658,586
899,196
803,644
880,143
467,454
825,443
894,704
826,415
904,413
932,77
543,24
669,53
855,1469
530,270
407,944
772,60
736,1084
129,179
892,1500
864,230
882,58
869,571
912,552
45,501
560,512
791,525
102,323
537,357
859,252
854,1
797,1040
454,1640
921,719
897,29
510,243
907,342
739,1099
939,642
417,652
845,1172
618,261
778,1669
875,891
844,198
876,942
365,133
893,500
692,456
875,98
313,543
428,364
674,60
835,12
895,247
867,217
153,311
840,1
785,245
939,798
828,652
742,135
814,629
885,5
925,1037
847,12
837,132
888,307
45,861
353,814
22,693
837,828
547,43
907,191
313,151
376,174
826,240
862,172
539,458
815,1013
532,556
867,623
708,319
708,32
890,360
54,216
831,191
71,147
181,114
491,145
939,131
798,814
937,227
883,67
492,652
742,816
37,483
842,593
692,52
909,239
674,657
203,1229
685,118
536,321
341,124
923,380
662,403
646,895
67,136
907,457
320,339
796,77
868,229
778,427
791,12
453,179
695,1200
405,403
837,710
941,139
893,477
332,277
369,119
105,680
752,219
880,481
885,51
908,273
646,540
899,103
544,883
234,289
633,390
497,930
895,140
402,114
602,272
875,1139
285,852
907,646
630,406
867,209
530,153
814,936
925,159
673,1121
893,104
604,694
702,123
708,258
885,694
703,706
436,243
418,273
878,339
656,881
576,183
897,329
325,133
745,375
113,10
194,60
937,29
828,144
558,1240
265,157
752,831
478,921
655,359
847,89
633,877
248,867
264,173
728,503
875,373
842,517
871,554
92,864
343,1182
869,342
815,707
804,601
620,860
937,549
826,282
790,465
498,801
646,896
58,131
194,87
100,1036
445,157
834,161
893,1003
75,306
748,221
635,349
895,841
554,216
661,96
826,492
85,405
791,159
831,53
127,357
860,528
622,121
11,244
728,252
58,512
760,214
669,719
834,1049
623,221
931,371
622,111
309,102
530,400
681,196
247,491
715,173
402,1061
534,723
633,191
752,476
37,456
887,447
80,587
336,283
552,89
143,357
919,245
939,445
442,1109
899,99
569,783
484,613
802,146
790,280
83,936
512,242
696,482
82,1027
58,814
763,822
478,661
931,456
496,356
22,1327
719,245
778,686
933,142
834,120
938,634
909,730
70,540
826,1234
637,528
176,261
876,159
845,924
888,1026
906,36
885,982
43,413
646,6
925,502
371,95
845,101
758,844
791,781
734,148
871,184
708,476
387,1
214,49
795,314
787,95
928,140
60,68
442,862
214,75
391,220
503,52
738,644
892,1119
764,365
896,145
873,355
849,890
750,191
409,873
391,105
95,260
431,359
915,199
100,77
311,89
584,361
699,274
787,156
864,26
907,392
784,320
379,65
872,719
617,311
878,443
443,751
935,49
200,704
390,256
742,265
859,115
885,243
820,102
375,200
854,630
920,159
699,289
38,421
907,9
895,82
394,345
484,1609
797,36
893,654
660,404
678,274
842,734
463,85
895,33
646,321
493,657
523,73
577,420
837,1179
844,1544
804,180
556,220
878,191
890,555
885,581
394,65
892,1169
862,972
728,29
455,565
839,860
838,525
881,877
406,138
903,600
921,357
214,492
878,29
248,302
818,251
790,965
794,48
532,408
808,288
908,34
531,183
486,182
613,1265
892,420
842,538
121,981
431,368
65,504
748,179
377,100
102,331
764,181
906,112
675,433
881,347
652,341
554,1134
878,464
11,842
841,822
899,130
826,44
39,949
894,656
402,453
688,101
856,905
496,992
205,695
702,604
928,403
884,14
633,526
937,328
778,1084
914,12
885,895
864,49
622,32
83,665
394,80
463,445
884,707
808,125
797,315
45,534
865,22
549,652
668,399
859,630
783,60
12,831
673,1023
504,612
748,253
158,886
880,125
899,797
429,117
906,49
247,695
543,150
893,142
892,0
353,99
569,113
637,34
688,403
551,423
584,856
793,555
790,37
836,502
897,574
446,150
867,181
885,707
920,239
863,136
837,746
883,94
874,570
576,307
752,48
911,599
631,592
523,456
465,173
649,677
867,520
734,232
820,62
925,99
825,260
897,183
880,235
915,186
52,471
875,359
311,734
891,52
569,293
899,1034
922,241
596,68
837,34
333,56
92,1028
878,238
869,57
137,433
894,771
301,140
778,881
10,254
895,26
829,554
715,189
940,357
793,1594
894,217
907,292
808,20
690,329
631,616
930,289
20,157
18,282
814,256
815,656
939,1207
384,729
826,532
674,354
844,332
784,1136
233,934
420,420
837,538
105,323
455,693
875,179
556,603
519,208
909,544
880,103
517,274
926,9
695,390
800,242
888,503
861,98
172,51
779,273
782,203
721,268
698,497
790,567
862,60
625,58
41,209
648,544
